Id,Period,Data_value,Series_title_2
10743,2008.05,136.9,Services
10744,2008.06,137.5,Services
10745,2008.07,138.1,Services
10746,2008.08,138.6,Services
10747,2008.09,138.9,Services
10748,2008.10,139.1,Services
10749,2008.11,139.3,Services
10750,2008.12,139.7,Services
10751,2009.01,140.2,Services
10752,2009.02,141,Services
10753,2009.03,142,Services
10754,2009.04,142.9,Services
10755,2009.05,143.7,Services
10756,2009.06,144.4,Services
10757,2009.07,145,Services
10758,2009.08,145.6,Services
10759,2009.09,146.3,Services
10760,2009.10,146.9,Services
10761,2009.11,147.5,Services
10762,2009.12,148,Services
10763,2010.01,148.4,Services
10764,2010.02,148.8,Services
10765,2010.03,149.2,Services
10766,2010.04,149.8,Services
10767,2010.05,150.4,Services
10768,2010.06,151.3,Services
10769,2010.07,152.2,Services
10770,2010.08,153.1,Services
10771,2010.09,153.9,Services
10772,2010.10,154.6,Services
10773,2010.11,155.2,Services
10774,2010.12,155.8,Services
10775,2011.01,156.4,Services
10776,2011.02,157.2,Services
10777,2011.03,158.1,Services
10778,2011.04,159,Services
10779,2011.05,159.9,Services
10780,2011.06,160.9,Services
10781,2011.07,161.8,Services
10782,2011.08,162.7,Services
10783,2011.09,163.6,Services
10784,2011.10,164.4,Services
10785,2011.11,165.3,Services
10786,2011.12,166.1,Services
10787,2012.01,167,Services
10788,2012.02,167.9,Services
10789,2012.03,168.7,Services
10790,2012.04,169.7,Services
10791,2012.05,170.9,Services
10792,2012.06,172.1,Services
10793,2012.07,173.3,Services
10794,2012.08,174.5,Services
10795,2012.09,175.5,Services
10796,2012.10,176.4,Services
10797,2012.11,177.2,Services
10798,2012.12,178,Services
10799,2013.01,178.9,Services
10800,2013.02,179.9,Services
10801,2013.03,180.9,Services
10802,2013.04,181.9,Services
10803,2013.05,183,Services
10804,2013.06,184.4,Services
10805,2013.07,186.6,Services
10806,2013.08,189.7,Services
10807,2013.09,193.3,Services
10808,2013.10,197.3,Services
10809,2013.11,201,Services
10810,2013.12,204.2,Services
10811,2014.01,206.8,Services
10812,2014.02,208.8,Services
10813,2014.03,210.4,Services
10814,2014.04,211.4,Services
10815,2014.05,212,Services
10816,2014.06,212,Services
10817,2014.07,211.9,Services
10818,2014.08,212.2,Services
10819,2014.09,213.1,Services
10820,2014.10,214.7,Services
10821,2014.11,216.8,Services
10822,2014.12,219.1,Services
10823,2015.01,220.9,Services
10824,2015.02,222.4,Services
10825,2015.03,223.8,Services
10826,2015.04,225.7,Services
10827,2015.05,227.9,Services
10828,2015.06,230.3,Services
10829,2015.07,232.1,Services
10830,2015.08,233.2,Services
10831,2015.09,233.7,Services
10832,2015.10,233.8,Services
10833,2015.11,233.9,Services
10834,2015.12,234.5,Services
10835,2016.01,235.9,Services
10836,2016.02,237.8,Services
10837,2016.03,240,Services
10838,2016.04,242,Services
10839,2016.05,243.8,Services
10840,2016.06,245.3,Services
10841,2016.07,246.3,Services
10842,2016.08,246.8,Services
10843,2016.09,247.2,Services
10844,2016.10,248.3,Services
10845,2016.11,250.3,Services
10846,2016.12,253.3,Services
10847,2017.01,257.1,Services
10848,2017.02,260.9,Services
10849,2017.03,264.4,Services
10850,2017.04,267.3,Services
10851,2017.05,269.5,Services
10852,2017.06,271.3,Services
10853,2017.07,273.1,Services
10854,2017.08,274.9,Services
10855,2017.09,276.6,Services
10856,2017.10,277.9,Services
10857,2017.11,278.8,Services
10858,2017.12,279.4,Services
10859,2018.01,280.1,Services
10860,2018.02,281.1,Services
10861,2018.03,282.3,Services
10862,2018.04,283.9,Services
10863,2018.05,285.9,Services
10864,2018.06,288.2,Services
10865,2018.07,290.3,Services
10866,2018.08,292.1,Services
10867,2018.09,293.7,Services
10868,2018.10,295.3,Services
10869,2018.11,296.8,Services
10870,2018.12,298.2,Services
10871,2019.01,299.4,Services
10872,2019.02,300.4,Services
10873,2019.03,301.1,Services
10874,2019.04,301.5,Services
10875,2019.05,301.8,Services
10876,2019.06,302.6,Services
10877,2019.07,304.1,Services
10878,2019.08,306.4,Services
10879,2019.09,308.7,Services
10880,2019.10,310.5,Services
10881,2019.11,311.6,Services
10882,2019.12,312.2,Services
10883,2020.01,312.6,Services
10884,2020.02,313.2,Services
10885,2020.03,,Services
10886,2020.04,,Services
10887,2020.05,,Services
10888,2020.06,,Services
10889,2020.07,,Services
10890,2020.08,,Services
10891,2020.09,,Services
10892,2020.10,,Services
10893,2020.11,,Services
10894,2020.12,,Services
10895,2021.01,,Services
10896,2021.02,,Services
10897,2021.03,,Services
10898,2021.04,,Services
10899,2021.05,,Services
10900,2021.06,,Services
10901,2021.07,,Services
10902,2021.08,,Services
10903,2021.09,,Services
10904,2021.10,,Services
10905,2021.11,,Services
10906,2021.12,,Services
10907,2022.01,,Services
10908,2022.02,,Services
10909,2022.03,,Services
10910,2022.04,,Services
10911,2022.05,,Services
10912,2022.06,,Services
10913,2022.07,,Services
10914,2022.08,,Services
10915,2022.09,,Services
10916,2022.10,,Services
10917,2022.11,,Services
10918,2022.12,,Services
10919,2002.10,180.2,Apparel
10920,2002.11,180.8,Apparel
10921,2002.12,181.4,Apparel
10922,2003.01,182.1,Apparel
10923,2003.02,182.8,Apparel
10924,2003.03,183.6,Apparel
10925,2003.04,184.5,Apparel
10926,2003.05,185.4,Apparel
10927,2003.06,186.5,Apparel
10928,2003.07,187.7,Apparel
10929,2003.08,189.1,Apparel
10930,2003.09,190.5,Apparel
10931,2003.10,191.9,Apparel
10932,2003.11,193.3,Apparel
10933,2003.12,194.5,Apparel
10934,2004.01,195.5,Apparel
10935,2004.02,196.4,Apparel
10936,2004.03,197.1,Apparel
10937,2004.04,197.7,Apparel
10938,2004.05,198.2,Apparel
10939,2004.06,198.7,Apparel
10940,2004.07,199.3,Apparel
10941,2004.08,199.8,Apparel
10942,2004.09,200.5,Apparel
10943,2004.10,201.4,Apparel
10944,2004.11,202.3,Apparel
10945,2004.12,203.4,Apparel
10946,2005.01,204.6,Apparel
10947,2005.02,205.9,Apparel
10948,2005.03,207.2,Apparel
10949,2005.04,208.6,Apparel
10950,2005.05,209.9,Apparel
10951,2005.06,211.2,Apparel
10952,2005.07,212.3,Apparel
10953,2005.08,213.3,Apparel
10954,2005.09,214.2,Apparel
10955,2005.10,215.1,Apparel
10956,2005.11,215.9,Apparel
10957,2005.12,216.8,Apparel
10958,2006.01,217.7,Apparel
10959,2006.02,218.8,Apparel
10960,2006.03,219.9,Apparel
10961,2006.04,221.3,Apparel
10962,2006.05,222.7,Apparel
10963,2006.06,224.4,Apparel
10964,2006.07,226.2,Apparel
10965,2006.08,228,Apparel
10966,2006.09,229.9,Apparel
10967,2006.10,231.8,Apparel
10968,2006.11,233.7,Apparel
10969,2006.12,235.8,Apparel
10970,2007.01,238.1,Apparel
10971,2007.02,240.3,Apparel
10972,2007.03,242.6,Apparel
10973,2007.04,244.7,Apparel
10974,2007.05,246.5,Apparel
10975,2007.06,247.9,Apparel
10976,2007.07,248.8,Apparel
10977,2007.08,249.3,Apparel
10978,2007.09,249.2,Apparel
10979,2007.10,248.6,Apparel
10980,2007.11,247.7,Apparel
10981,2007.12,246.4,Apparel
10982,2008.01,245,Apparel
10983,2008.02,243.6,Apparel
10984,2008.03,242.3,Apparel
10985,2008.04,241.3,Apparel
10986,2008.05,240.7,Apparel
10987,2008.06,240.6,Apparel
10988,2008.07,241,Apparel
10989,2008.08,242,Apparel
10990,2008.09,243.6,Apparel
10991,2008.10,245.4,Apparel
10992,2008.11,247.6,Apparel
10993,2008.12,249.8,Apparel
10994,2009.01,251.8,Apparel
10995,2009.02,253.6,Apparel
10996,2009.03,254.9,Apparel
10997,2009.04,255.9,Apparel
10998,2009.05,256.4,Apparel
10999,2009.06,256.5,Apparel
11000,2009.07,256.3,Apparel
11001,2009.08,256,Apparel
11002,2009.09,255.6,Apparel
11003,2009.10,255.3,Apparel
11004,2009.11,255.1,Apparel
11005,2009.12,255.2,Apparel
11006,2010.01,255.3,Apparel
11007,2010.02,255.7,Apparel
11008,2010.03,256.1,Apparel
11009,2010.04,256.7,Apparel
11010,2010.05,257.5,Apparel
11011,2010.06,258.2,Apparel
11012,2010.07,258.9,Apparel
11013,2010.08,259.5,Apparel
11014,2010.09,259.9,Apparel
11015,2010.10,260.2,Apparel
11016,2010.11,260.5,Apparel
11017,2010.12,260.8,Apparel
11018,2011.01,261.4,Apparel
11019,2011.02,262.2,Apparel
11020,2011.03,263.2,Apparel
11021,2011.04,264.5,Apparel
11022,2011.05,265.9,Apparel
11023,2011.06,267.4,Apparel
11024,2011.07,268.8,Apparel
11025,2011.08,270,Apparel
11026,2011.09,271.2,Apparel
11027,2011.10,272.1,Apparel
11028,2011.11,272.8,Apparel
11029,2011.12,273.4,Apparel
11030,2012.01,274,Apparel
11031,2012.02,274.6,Apparel
11032,2012.03,275.3,Apparel
11033,2012.04,276.2,Apparel
11034,2012.05,276.9,Apparel
11035,2012.06,277.7,Apparel
11036,2012.07,278.2,Apparel
11037,2012.08,278.7,Apparel
11038,2012.09,279,Apparel
11039,2012.10,279.3,Apparel
11040,2012.11,279.6,Apparel
11041,2012.12,279.8,Apparel
11042,2013.01,280,Apparel
11043,2013.02,280.2,Apparel
11044,2013.03,280.4,Apparel
11045,2013.04,280.7,Apparel
11046,2013.05,281,Apparel
11047,2013.06,281.5,Apparel
11048,2013.07,281.9,Apparel
11049,2013.08,282.4,Apparel
11050,2013.09,282.8,Apparel
11051,2013.10,283.2,Apparel
11052,2013.11,283.4,Apparel
11053,2013.12,283.7,Apparel
11054,2014.01,283.9,Apparel
11055,2014.02,284.1,Apparel
11056,2014.03,284.2,Apparel
11057,2014.04,284.3,Apparel
11058,2014.05,284.2,Apparel
11059,2014.06,284.2,Apparel
11060,2014.07,284.3,Apparel
11061,2014.08,284.5,Apparel
11062,2014.09,284.9,Apparel
11063,2014.10,285.4,Apparel
11064,2014.11,286,Apparel
11065,2014.12,286.6,Apparel
11066,2015.01,287.3,Apparel
11067,2015.02,288.2,Apparel
11068,2015.03,289.2,Apparel
11069,2015.04,290.4,Apparel
11070,2015.05,291.9,Apparel
11071,2015.06,293.6,Apparel
11072,2015.07,295.2,Apparel
11073,2015.08,296.9,Apparel
11074,2015.09,298.4,Apparel
11075,2015.10,299.9,Apparel
11076,2015.11,301.3,Apparel
11077,2015.12,302.6,Apparel
11078,2016.01,303.8,Apparel
11079,2016.02,305,Apparel
11080,2016.03,306,Apparel
11081,2016.04,306.9,Apparel
11082,2016.05,307.8,Apparel
11083,2016.06,308.7,Apparel
11084,2016.07,309.7,Apparel
11085,2016.08,310.6,Apparel
11086,2016.09,311.4,Apparel
11087,2016.10,312.2,Apparel
11088,2016.11,312.9,Apparel
11089,2016.12,313.6,Apparel
11090,2017.01,314.2,Apparel
11091,2017.02,314.8,Apparel
11092,2017.03,315.3,Apparel
11093,2017.04,315.9,Apparel
11094,2017.05,316.5,Apparel
11095,2017.06,317,Apparel
11096,2017.07,317.5,Apparel
11097,2017.08,317.8,Apparel
11098,2017.09,317.9,Apparel
11099,2017.10,317.8,Apparel
11100,2017.11,317.4,Apparel
11101,2017.12,316.9,Apparel
11102,2018.01,316.2,Apparel
11103,2018.02,315.4,Apparel
11104,2018.03,314.5,Apparel
11105,2018.04,313.6,Apparel
11106,2018.05,313,Apparel
11107,2018.06,312.7,Apparel
11108,2018.07,312.7,Apparel
11109,2018.08,313.1,Apparel
11110,2018.09,313.9,Apparel
11111,2018.10,314.8,Apparel
11112,2018.11,315.7,Apparel
11113,2018.12,316.5,Apparel
11114,2019.01,316.9,Apparel
11115,2019.02,317.1,Apparel
11116,2019.03,316.8,Apparel
11117,2019.04,316.3,Apparel
11118,2019.05,315.6,Apparel
11119,2019.06,314.7,Apparel
11120,2019.07,313.7,Apparel
11121,2019.08,312.9,Apparel
11122,2019.09,312.5,Apparel
11123,2019.10,312.6,Apparel
11124,2019.11,313.3,Apparel
11125,2019.12,314.7,Apparel
11126,2020.01,316.6,Apparel
11127,2020.02,318.9,Apparel
11128,2020.03,,Apparel
11129,2020.04,,Apparel
11130,2020.05,,Apparel
11131,2020.06,,Apparel
11132,2020.07,,Apparel
11133,2020.08,,Apparel
11134,2020.09,,Apparel
11135,2020.10,,Apparel
11136,2020.11,,Apparel
11137,2020.12,,Apparel
11138,2021.01,,Apparel
11139,2021.02,,Apparel
11140,2021.03,,Apparel
11141,2021.04,,Apparel
11142,2021.05,,Apparel
11143,2021.06,,Apparel
11144,2021.07,,Apparel
11145,2021.08,,Apparel
11146,2021.09,,Apparel
11147,2021.10,,Apparel
11148,2021.11,,Apparel
11149,2021.12,,Apparel
11150,2022.01,,Apparel
11151,2022.02,,Apparel
11152,2022.03,,Apparel
11153,2022.04,,Apparel
11154,2022.05,,Apparel
11155,2022.06,,Apparel
11156,2022.07,,Apparel
11157,2022.08,,Apparel
11158,2022.09,,Apparel
11159,2022.10,,Apparel
11160,2022.11,,Apparel
11161,2022.12,,Apparel
11162,2002.10,52.1,Motor vehicles excl. fuel
11163,2002.11,52.4,Motor vehicles excl. fuel
11164,2002.12,52.9,Motor vehicles excl. fuel
11165,2003.01,53.4,Motor vehicles excl. fuel
11166,2003.02,54,Motor vehicles excl. fuel
11167,2003.03,54.6,Motor vehicles excl. fuel
11168,2003.04,55.3,Motor vehicles excl. fuel
11169,2003.05,56,Motor vehicles excl. fuel
11170,2003.06,56.8,Motor vehicles excl. fuel
11171,2003.07,57.7,Motor vehicles excl. fuel
11172,2003.08,58.7,Motor vehicles excl. fuel
11173,2003.09,59.6,Motor vehicles excl. fuel
11174,2003.10,60.3,Motor vehicles excl. fuel
11175,2003.11,60.8,Motor vehicles excl. fuel
11176,2003.12,61.3,Motor vehicles excl. fuel
11177,2004.01,61.8,Motor vehicles excl. fuel
11178,2004.02,62.4,Motor vehicles excl. fuel
11179,2004.03,63.1,Motor vehicles excl. fuel
11180,2004.04,64,Motor vehicles excl. fuel
11181,2004.05,64.9,Motor vehicles excl. fuel
11182,2004.06,65.7,Motor vehicles excl. fuel
11183,2004.07,66.3,Motor vehicles excl. fuel
11184,2004.08,66.8,Motor vehicles excl. fuel
11185,2004.09,67.3,Motor vehicles excl. fuel
11186,2004.10,67.9,Motor vehicles excl. fuel
11187,2004.11,68.6,Motor vehicles excl. fuel
11188,2004.12,69.4,Motor vehicles excl. fuel
11189,2005.01,70.4,Motor vehicles excl. fuel
11190,2005.02,71.2,Motor vehicles excl. fuel
11191,2005.03,72.1,Motor vehicles excl. fuel
11192,2005.04,72.7,Motor vehicles excl. fuel
11193,2005.05,73.2,Motor vehicles excl. fuel
11194,2005.06,73.5,Motor vehicles excl. fuel
11195,2005.07,73.8,Motor vehicles excl. fuel
11196,2005.08,73.9,Motor vehicles excl. fuel
11197,2005.09,74,Motor vehicles excl. fuel
11198,2005.10,74.2,Motor vehicles excl. fuel
11199,2005.11,74.3,Motor vehicles excl. fuel
11200,2005.12,74.6,Motor vehicles excl. fuel
11201,2006.01,74.9,Motor vehicles excl. fuel
11202,2006.02,75.3,Motor vehicles excl. fuel
11203,2006.03,75.9,Motor vehicles excl. fuel
11204,2006.04,76.6,Motor vehicles excl. fuel
11205,2006.05,77.4,Motor vehicles excl. fuel
11206,2006.06,78.1,Motor vehicles excl. fuel
11207,2006.07,78.9,Motor vehicles excl. fuel
11208,2006.08,79.7,Motor vehicles excl. fuel
11209,2006.09,80.5,Motor vehicles excl. fuel
11210,2006.10,81.3,Motor vehicles excl. fuel
11211,2006.11,82.2,Motor vehicles excl. fuel
11212,2006.12,83.2,Motor vehicles excl. fuel
11213,2007.01,84.1,Motor vehicles excl. fuel
11214,2007.02,84.8,Motor vehicles excl. fuel
11215,2007.03,85.5,Motor vehicles excl. fuel
11216,2007.04,86.3,Motor vehicles excl. fuel
11217,2007.05,87.2,Motor vehicles excl. fuel
11218,2007.06,88.3,Motor vehicles excl. fuel
11219,2007.07,89.3,Motor vehicles excl. fuel
11220,2007.08,90.2,Motor vehicles excl. fuel
11221,2007.09,90.9,Motor vehicles excl. fuel
11222,2007.10,91.3,Motor vehicles excl. fuel
11223,2007.11,91.4,Motor vehicles excl. fuel
11224,2007.12,91.2,Motor vehicles excl. fuel
11225,2008.01,90.8,Motor vehicles excl. fuel
11226,2008.02,90.4,Motor vehicles excl. fuel
11227,2008.03,89.9,Motor vehicles excl. fuel
11228,2008.04,89.3,Motor vehicles excl. fuel
11229,2008.05,88.7,Motor vehicles excl. fuel
11230,2008.06,88.3,Motor vehicles excl. fuel
11231,2008.07,88.2,Motor vehicles excl. fuel
11232,2008.08,88.5,Motor vehicles excl. fuel
11233,2008.09,89,Motor vehicles excl. fuel
11234,2008.10,89.7,Motor vehicles excl. fuel
11235,2008.11,90.5,Motor vehicles excl. fuel
11236,2008.12,91.2,Motor vehicles excl. fuel
11237,2009.01,91.8,Motor vehicles excl. fuel
11238,2009.02,92.3,Motor vehicles excl. fuel
11239,2009.03,92.6,Motor vehicles excl. fuel
11240,2009.04,92.8,Motor vehicles excl. fuel
11241,2009.05,93,Motor vehicles excl. fuel
11242,2009.06,93.3,Motor vehicles excl. fuel
11243,2009.07,93.5,Motor vehicles excl. fuel
11244,2009.08,93.8,Motor vehicles excl. fuel
11245,2009.09,94.2,Motor vehicles excl. fuel
11246,2009.10,94.5,Motor vehicles excl. fuel
11247,2009.11,94.9,Motor vehicles excl. fuel
11248,2009.12,95.3,Motor vehicles excl. fuel
11249,2010.01,95.5,Motor vehicles excl. fuel
11250,2010.02,95.8,Motor vehicles excl. fuel
11251,2010.03,95.9,Motor vehicles excl. fuel
11252,2010.04,96.1,Motor vehicles excl. fuel
11253,2010.05,96.4,Motor vehicles excl. fuel
11254,2010.06,96.8,Motor vehicles excl. fuel
11255,2010.07,97.3,Motor vehicles excl. fuel
11256,2010.08,97.8,Motor vehicles excl. fuel
11257,2010.09,98.3,Motor vehicles excl. fuel
11258,2010.10,98.6,Motor vehicles excl. fuel
11259,2010.11,98.9,Motor vehicles excl. fuel
11260,2010.12,99.2,Motor vehicles excl. fuel
11261,2011.01,99.6,Motor vehicles excl. fuel
11262,2011.02,100.2,Motor vehicles excl. fuel
11263,2011.03,101.1,Motor vehicles excl. fuel
11264,2011.04,102,Motor vehicles excl. fuel
11265,2011.05,102.8,Motor vehicles excl. fuel
11266,2011.06,103.5,Motor vehicles excl. fuel
11267,2011.07,104,Motor vehicles excl. fuel
11268,2011.08,104.3,Motor vehicles excl. fuel
11269,2011.09,104.7,Motor vehicles excl. fuel
11270,2011.10,105.2,Motor vehicles excl. fuel
11271,2011.11,105.9,Motor vehicles excl. fuel
11272,2011.12,106.7,Motor vehicles excl. fuel
11273,2012.01,107.4,Motor vehicles excl. fuel
11274,2012.02,108,Motor vehicles excl. fuel
11275,2012.03,108.5,Motor vehicles excl. fuel
11276,2012.04,109.1,Motor vehicles excl. fuel
11277,2012.05,109.7,Motor vehicles excl. fuel
11278,2012.06,110.5,Motor vehicles excl. fuel
11279,2012.07,111.3,Motor vehicles excl. fuel
11280,2012.08,112.1,Motor vehicles excl. fuel
11281,2012.09,112.9,Motor vehicles excl. fuel
11282,2012.10,113.7,Motor vehicles excl. fuel
11283,2012.11,114.5,Motor vehicles excl. fuel
11284,2012.12,115.3,Motor vehicles excl. fuel
11285,2013.01,116.2,Motor vehicles excl. fuel
11286,2013.02,117.1,Motor vehicles excl. fuel
11287,2013.03,118,Motor vehicles excl. fuel
11288,2013.04,118.9,Motor vehicles excl. fuel
11289,2013.05,119.7,Motor vehicles excl. fuel
11290,2013.06,120.7,Motor vehicles excl. fuel
11291,2013.07,121.9,Motor vehicles excl. fuel
11292,2013.08,123.1,Motor vehicles excl. fuel
11293,2013.09,124.4,Motor vehicles excl. fuel
11294,2013.10,125.5,Motor vehicles excl. fuel
11295,2013.11,126.6,Motor vehicles excl. fuel
11296,2013.12,127.6,Motor vehicles excl. fuel
11297,2014.01,128.6,Motor vehicles excl. fuel
11298,2014.02,129.7,Motor vehicles excl. fuel
11299,2014.03,130.8,Motor vehicles excl. fuel
11300,2014.04,131.8,Motor vehicles excl. fuel
11301,2014.05,132.5,Motor vehicles excl. fuel
11302,2014.06,132.9,Motor vehicles excl. fuel
11303,2014.07,133.2,Motor vehicles excl. fuel
11304,2014.08,133.7,Motor vehicles excl. fuel
11305,2014.09,134.4,Motor vehicles excl. fuel
11306,2014.10,135.4,Motor vehicles excl. fuel
11307,2014.11,136.7,Motor vehicles excl. fuel
11308,2014.12,138.3,Motor vehicles excl. fuel
11309,2015.01,139.8,Motor vehicles excl. fuel
11310,2015.02,141.2,Motor vehicles excl. fuel
11311,2015.03,142.6,Motor vehicles excl. fuel
11312,2015.04,144,Motor vehicles excl. fuel
11313,2015.05,145.5,Motor vehicles excl. fuel
11314,2015.06,146.9,Motor vehicles excl. fuel
11315,2015.07,148.2,Motor vehicles excl. fuel
11316,2015.08,149.4,Motor vehicles excl. fuel
11317,2015.09,150.5,Motor vehicles excl. fuel
11318,2015.10,151.5,Motor vehicles excl. fuel
11319,2015.11,152.2,Motor vehicles excl. fuel
11320,2015.12,152.9,Motor vehicles excl. fuel
11321,2016.01,153.7,Motor vehicles excl. fuel
11322,2016.02,154.7,Motor vehicles excl. fuel
11323,2016.03,155.8,Motor vehicles excl. fuel
11324,2016.04,157,Motor vehicles excl. fuel
11325,2016.05,158.1,Motor vehicles excl. fuel
11326,2016.06,159.1,Motor vehicles excl. fuel
11327,2016.07,159.6,Motor vehicles excl. fuel
11328,2016.08,159.9,Motor vehicles excl. fuel
11329,2016.09,159.9,Motor vehicles excl. fuel
11330,2016.10,160.1,Motor vehicles excl. fuel
11331,2016.11,160.6,Motor vehicles excl. fuel
11332,2016.12,161.6,Motor vehicles excl. fuel
11333,2017.01,162.8,Motor vehicles excl. fuel
11334,2017.02,164.2,Motor vehicles excl. fuel
11335,2017.03,165.5,Motor vehicles excl. fuel
11336,2017.04,166.6,Motor vehicles excl. fuel
11337,2017.05,167.3,Motor vehicles excl. fuel
11338,2017.06,167.7,Motor vehicles excl. fuel
11339,2017.07,168.1,Motor vehicles excl. fuel
11340,2017.08,168.7,Motor vehicles excl. fuel
11341,2017.09,169.5,Motor vehicles excl. fuel
11342,2017.10,170.3,Motor vehicles excl. fuel
11343,2017.11,171.2,Motor vehicles excl. fuel
11344,2017.12,172,Motor vehicles excl. fuel
11345,2018.01,172.7,Motor vehicles excl. fuel
11346,2018.02,173.4,Motor vehicles excl. fuel
11347,2018.03,173.9,Motor vehicles excl. fuel
11348,2018.04,174.4,Motor vehicles excl. fuel
11349,2018.05,174.9,Motor vehicles excl. fuel
11350,2018.06,175.1,Motor vehicles excl. fuel
11351,2018.07,175.2,Motor vehicles excl. fuel
11352,2018.08,175.1,Motor vehicles excl. fuel
11353,2018.09,175.3,Motor vehicles excl. fuel
11354,2018.10,175.8,Motor vehicles excl. fuel
11355,2018.11,176.9,Motor vehicles excl. fuel
11356,2018.12,178.1,Motor vehicles excl. fuel
11357,2019.01,179.4,Motor vehicles excl. fuel
11358,2019.02,180.3,Motor vehicles excl. fuel
11359,2019.03,180.7,Motor vehicles excl. fuel
11360,2019.04,180.9,Motor vehicles excl. fuel
11361,2019.05,181.1,Motor vehicles excl. fuel
11362,2019.06,181.7,Motor vehicles excl. fuel
11363,2019.07,182.5,Motor vehicles excl. fuel
11364,2019.08,183.4,Motor vehicles excl. fuel
11365,2019.09,184.2,Motor vehicles excl. fuel
11366,2019.10,184.7,Motor vehicles excl. fuel
11367,2019.11,185.1,Motor vehicles excl. fuel
11368,2019.12,185.4,Motor vehicles excl. fuel
11369,2020.01,185.8,Motor vehicles excl. fuel
11370,2020.02,186.2,Motor vehicles excl. fuel
11371,2020.03,,Motor vehicles excl. fuel
11372,2020.04,,Motor vehicles excl. fuel
11373,2020.05,,Motor vehicles excl. fuel
11374,2020.06,,Motor vehicles excl. fuel
11375,2020.07,,Motor vehicles excl. fuel
11376,2020.08,,Motor vehicles excl. fuel
11377,2020.09,,Motor vehicles excl. fuel
11378,2020.10,,Motor vehicles excl. fuel
11379,2020.11,,Motor vehicles excl. fuel
11380,2020.12,,Motor vehicles excl. fuel
11381,2021.01,,Motor vehicles excl. fuel
11382,2021.02,,Motor vehicles excl. fuel
11383,2021.03,,Motor vehicles excl. fuel
11384,2021.04,,Motor vehicles excl. fuel
11385,2021.05,,Motor vehicles excl. fuel
11386,2021.06,,Motor vehicles excl. fuel
11387,2021.07,,Motor vehicles excl. fuel
11388,2021.08,,Motor vehicles excl. fuel
11389,2021.09,,Motor vehicles excl. fuel
11390,2021.10,,Motor vehicles excl. fuel
11391,2021.11,,Motor vehicles excl. fuel
11392,2021.12,,Motor vehicles excl. fuel
11393,2022.01,,Motor vehicles excl. fuel
11394,2022.02,,Motor vehicles excl. fuel
11395,2022.03,,Motor vehicles excl. fuel
11396,2022.04,,Motor vehicles excl. fuel
11397,2022.05,,Motor vehicles excl. fuel
11398,2022.06,,Motor vehicles excl. fuel
11399,2022.07,,Motor vehicles excl. fuel
11400,2022.08,,Motor vehicles excl. fuel
11401,2022.09,,Motor vehicles excl. fuel
11402,2022.10,,Motor vehicles excl. fuel
11403,2022.11,,Motor vehicles excl. fuel
11404,2022.12,,Motor vehicles excl. fuel
11405,2002.10,195.8,Fuel
11406,2002.11,199,Fuel
11407,2002.12,202.4,Fuel
11408,2003.01,205.8,Fuel
11409,2003.02,207.2,Fuel
11410,2003.03,204.4,Fuel
11411,2003.04,199.5,Fuel
11412,2003.05,196.1,Fuel
11413,2003.06,195.8,Fuel
11414,2003.07,198.3,Fuel
11415,2003.08,202.6,Fuel
11416,2003.09,208.1,Fuel
11417,2003.10,216.4,Fuel
11418,2003.11,227.1,Fuel
11419,2003.12,238,Fuel
11420,2004.01,246.1,Fuel
11421,2004.02,251.6,Fuel
11422,2004.03,256.8,Fuel
11423,2004.04,262.1,Fuel
11424,2004.05,266.4,Fuel
11425,2004.06,268.8,Fuel
11426,2004.07,269.9,Fuel
11427,2004.08,273,Fuel
11428,2004.09,277.9,Fuel
11429,2004.10,282.6,Fuel
11430,2004.11,285.2,Fuel
11431,2004.12,286.4,Fuel
11432,2005.01,288.9,Fuel
11433,2005.02,292.4,Fuel
11434,2005.03,295.5,Fuel
11435,2005.04,297.2,Fuel
11436,2005.05,298.5,Fuel
11437,2005.06,302.9,Fuel
11438,2005.07,312,Fuel
11439,2005.08,323.2,Fuel
11440,2005.09,331.8,Fuel
11441,2005.10,335.5,Fuel
11442,2005.11,337.5,Fuel
11443,2005.12,339.9,Fuel
11444,2006.01,344.8,Fuel
11445,2006.02,353,Fuel
11446,2006.03,362.9,Fuel
11447,2006.04,372.9,Fuel
11448,2006.05,382.6,Fuel
11449,2006.06,389.2,Fuel
11450,2006.07,388.6,Fuel
11451,2006.08,379.7,Fuel
11452,2006.09,368.4,Fuel
11453,2006.10,359.5,Fuel
11454,2006.11,356,Fuel
11455,2006.12,357.9,Fuel
11456,2007.01,362.1,Fuel
11457,2007.02,365.4,Fuel
11458,2007.03,367.5,Fuel
11459,2007.04,368.9,Fuel
11460,2007.05,368.6,Fuel
11461,2007.06,367.7,Fuel
11462,2007.07,369.1,Fuel
11463,2007.08,376.1,Fuel
11464,2007.09,389.6,Fuel
11465,2007.10,407.9,Fuel
11466,2007.11,424.8,Fuel
11467,2007.12,435.3,Fuel
11468,2008.01,437.9,Fuel
11469,2008.02,437.7,Fuel
11470,2008.03,441.2,Fuel
11471,2008.04,452.7,Fuel
11472,2008.05,468.2,Fuel
11473,2008.06,481.7,Fuel
11474,2008.07,488.6,Fuel
11475,2008.08,485.5,Fuel
11476,2008.09,471.9,Fuel
11477,2008.10,449.7,Fuel
11478,2008.11,423.7,Fuel
11479,2008.12,401.6,Fuel
11480,2009.01,388.7,Fuel
